date,title,text,source,url,ticker,publisher,query,article_length,word_count,collection_date,finbert_label,finbert_score,finbert_sentiment,vader_compound,vader_label,textblob_polarity,textblob_label,date_only
2026-01-17 11:44:57,Alibaba Group Holding Limited $BABA Shares Sold by Nations Financial Group Inc. IA ADV - MarketBeat,Alibaba Group Holding Limited $BABA Shares Sold by Nations Financial Group Inc. IA ADV&nbsp;&nbsp;MarketBeat,Google News,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQY05zSVZYZXg4cFhLSFdVamdraDU0NTI3eHU1dWN1ZFF4VTh2ZXRTN3RXVUdBam1DTUlReGhmaHE2Y1hJbEtHODVHNDBZTHljZ1NON1V0blFGdGtsZmZpbmJoT0VBLTVOb0VDQ0ZTUUNZcmgtMXhMVW5ZQnpwZ29VaTgwSXVfVjJ1NlpGenBhaWZJWjV6cjJsLXFfc2FuX1lwVkdVX3RLbDVHb0hCSzZtbXNLUWpNZFA5TWp3UkFoSExJQVlDN0NtR1N5WkZSNGJIc25QY2RsVko5TkpNNkE?oc=5,BABA,,BABA stock news,108,14,2026-01-18 18:10:41.105671,positive,0.0772,0.0772,0.0772,positive,-0.03571428571428571,neutral,2026-01-17
2026-01-17 10:36:25,How to play BABA stock as Alibaba’s growth story gets a boost from the Chinese government - MSN,How to play BABA stock as Alibaba’s growth story gets a boost from the Chinese government&nbsp;&nbsp;MSN,Google News,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPUTNXWUtHVy1WdmNlcV96MlZjTjR3MC1tbGs1VkIxMnZqclo2eVpUX0hMQTBaSWFMRHNHUTVKTzRYWG55MFppdXo1Wk1vb2IxeF9FX1VZc1JiWEJRNlZaLWlrNTh4NWVvQlVrSzhwTlA3VS1Pd2FIOVFnQVpDTzVweDJWRDgzQkN4ekdPRF94M3oybjFCQ3JTV0VJRl9jUUcxU2FVam1aM1hDWkgxbU56Rm8yczROcm1WQjAtNG5UUUE3ZFdPQ3RRZHhubS1RUzRtMzRUdA?oc=5,BABA,,BABA stock news,104,16,2026-01-18 18:10:41.105671,positive,0.7717,0.7717,0.7717,positive,0.0,neutral,2026-01-17
2026-01-17 09:01:41,Abbott Laboratories (NYSE:ABT) Stands Out as a Dependable Dividend Stock for Income Investors - Chartmill,Abbott Laboratories (NYSE:ABT) Stands Out as a Dependable Dividend Stock for Income Investors&nbsp;&nbsp;Chartmill,Google News,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNWTl2Y1hyVWpjWkVWeDBoUkNhSXJJQUtPSnYzR1ZxcVcwY2g4X1pSZk9YX2lhZnEzY21lTkY4WElUMmlqZEY5RXlLbVR2QXVINk9MWVlxblNUZllpQWpPNlV1Q1gtWHIxby1wcWF1NVBzY3l1NmlkQlhsM1J4ejB4ZEVGS3MyeXJ1NWFlcXFJZXFwU2VUdW53S2JTOWMzcmUtcVJrS2tnLVp0ZlIyckZlcW40ZHFSUVo4NkRmdTFmcllNOXlNYW9rdWFqYzY1SHFEMjlCeDZWZDk?oc=5,ABT,,ABT stock news,114,13,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.0,neutral,2026-01-17
2026-01-16 22:00:00,Prediction: This Stock Will Join the $3 Trillion Club by the End of 2026. You're Going to Want to Buy It Now. - The Motley Fool,Prediction: This Stock Will Join the $3 Trillion Club by the End of 2026. You're Going to Want to Buy It Now.&nbsp;&nbsp;The Motley Fool,Google News,https://news.google.com/rss/articles/CBMimAFBVV95cUxPVk5fOEpiUFJrdENxQlZELWVHTFhDLWNTdEthTmhtRXVPdlJ0eEUxTGw4Qjg4TmdITnVSRld6MDRkc2lZeVVqNWRNTjJCbDg2TmFneVhLcGZ5N1lLMUNyVm4yTmptVHp6eWFUTUEtS0lvRVVvbXZkdHlQMGRVZXlVWWZyRUhIeGI0OFphSDVaQXIweU00aHhhTA?oc=5,AVGO,,AVGO stock news,136,24,2026-01-18 18:10:41.105671,negative,0.1027,-0.1027,-0.1027,negative,0.6,positive,2026-01-16
2026-01-16 21:21:00,"Lobbying Update: $60,000 of AMGEN INC. FKA HORIZON THERAPEUTICS USA INC. lobbying was just disclosed - Quiver Quantitative","Lobbying Update: $60,000 of AMGEN INC. FKA HORIZON THERAPEUTICS USA INC. lobbying was just disclosed&nbsp;&nbsp;Quiver Quantitative",Google News,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOeklOYkFwUnpZeU54akdUQk92MW9nMHpFSENKYU9yLTRtSkxzWlV0cHpOTkduYm9FcnBfcWpSUkxNdzAtQTRKNDU4a2ZQRnpmaHBBYW1QZ2dCTkVEYTZyeVBvQVNpUDlQYXowT19RbFhYM3NSbndFb0NlVVZDV1YxLTk5aDZSVXZFWEVBQ0RkWVhJWUQ4eWJRSndfNGJzRW5tRW1Cd0dsc0czRzQtVldjYXpJTHprVnN1anRSYy00QXdjanN5QWh5MW9jR1VPMV9Xb2VVdGVn?oc=5,AMGN,,AMGN stock news,131,16,2026-01-18 18:10:41.105671,negative,0.1531,-0.1531,-0.1531,negative,0.0,neutral,2026-01-16
2026-01-16 18:24:17,What Is Going On With AMD Stock On Friday? - Advanced Micro Devices (NASDAQ:AMD) - Benzinga,What Is Going On With AMD Stock On Friday? - Advanced Micro Devices (NASDAQ:AMD)&nbsp;&nbsp;Benzinga,Google News,https://news.google.com/rss/articles/CBMi0AFBVV95cUxObnl4YThIUnFDNkVmNm9naDJEcHBfOFEzMjRKb0VpLTJZeHVrZ05RSThVVlBLNW5XYWFmQ2NoaXJPalZNdlBxTWFfRThva0E1RTh6RjVTYURUY3llSEowRkFJaERqbEVCbTJXcTRselJFVHJPVGVPOHVTZ0p6Q0J6UmRPWlVoR2Jqa0xSMmlYNnlqREc2S2dtNUlnbl91RWhYWXZYeE9ja0RJN1A0NmdrQkktTGdCOGVPVVJCWWdESThiU1FzbGd3alpfMDA1eF9i?oc=5,AMD,,AMD stock news,100,14,2026-01-18 18:10:41.105671,positive,0.25,0.25,0.25,positive,0.4,positive,2026-01-16
2026-01-16 15:32:22,Wells Fargo Upgrades Broadcom Stock as New AI Catalysts Create Buying Opportunity - TIKR.com,Wells Fargo Upgrades Broadcom Stock as New AI Catalysts Create Buying Opportunity&nbsp;&nbsp;TIKR.com,Google News,https://news.google.com/rss/articles/CBMijwFBVV95cUxOc0JOMlhLSlFDOEQ3Qm9NUDNtS3h0UEVsOGRsbUd1azFnQWFDSnZFYjJXN0trMzZQUkRVeS16RlFXREJWNkxHamM2Y21YSG9xR2lsUXFuQ053UFBoSmFDRS1ubjRHejhwdTFLN1JmM0g2UTRJNVZEd2RvOUFoam9aWGRZWS1sTmtyY05scmwtZw?oc=5,AVGO,,AVGO stock news,101,12,2026-01-18 18:10:41.105671,positive,0.4767,0.4767,0.4767,positive,0.13636363636363635,positive,2026-01-16
2026-01-16 14:00:06,Here is What to Know Beyond Why Alibaba Group Holding Limited (BABA) is a Trending Stock - Yahoo Finance,Here is What to Know Beyond Why Alibaba Group Holding Limited (BABA) is a Trending Stock&nbsp;&nbsp;Yahoo Finance,Google News,https://news.google.com/rss/articles/CBMigAFBVV95cUxOV0lMbncxaGd2UHZhbVlLaV9fWUJmNWlvdWdHcDlrTW5ieExDUE1FZy1zZlh0eWthTXhpU1psTWc3bzVoMG9iQW1KU1F3RVV5dUo1eHZsNVFvUVhJZXV6Zk1NcG5wV0tWR2NZck9Cbmk0MlY0ckdVUmVZeU94MXc2RQ?oc=5,BABA,,BABA stock news,113,17,2026-01-18 18:10:41.105671,negative,0.2263,-0.2263,-0.2263,negative,-0.07142857142857142,negative,2026-01-16
2026-01-16 13:47:00,Fund Update: New $84.6M $ABT stock position opened by Compagnie Lombard Odier SCmA - Quiver Quantitative,Fund Update: New $84.6M $ABT stock position opened by Compagnie Lombard Odier SCmA&nbsp;&nbsp;Quiver Quantitative,Google News,https://news.google.com/rss/articles/CBMivgFBVV95cUxPelBwQnhHaDZvZjZIcXBld3h3SWtQR0JqRFE2bWZ0VENyaGRuV3g2blotQmVoeTl0NExpNHJFanFtc3ZmWGx2Q1J6MVBMOWRuSXN4Snl6RGRuUXJzM2lXN2pQeXFpclJxUmg2WVlVSDE5eHZDTkRod3BuNHhQREpOejhadXMwUlE0UGp6anp3VG1KQUY2NGh5QXlueWNEMVBCbExXTUNoa3hOSElHWGtaWUZTeW5jZ3BSX0ZqN1NB?oc=5,ABT,,ABT stock news,113,14,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.13636363636363635,positive,2026-01-16
2026-01-16 13:41:00,Do Options Traders Know Something About APA Stock We Don't? - TradingView — Track All Markets,Do Options Traders Know Something About APA Stock We Don't?&nbsp;&nbsp;TradingView — Track All Markets,Google News,https://news.google.com/rss/articles/CBMitAFBVV95cUxQcXltLVlJYlpXUXFCRkFOYkhQNE5qMGRpYXdDbi1zQ2RDZmhqN0I0WEI2eVlrNE54c0VmVXBXcEFGTkNZZHlCMFhoMTlRRmxocWp4ak1hbjZRY0FfZEg0c2dVcUJEdHR4dFhnSFFFZi1ZUVNRZHpoRExyNFpLU0hza3VEb08xOHpYZTVyX2FXTEtTeUNTa1ZmWDNkZDYxdXRxQzQtWURPckhEeEpzblkweGNJZE8?oc=5,APA,,APA stock news,102,14,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.0,neutral,2026-01-16
2026-01-16 11:43:35,TSMC Budget Boosts ASML Stock: Why Morgan Stanley Analysts Target 70% Gains by 2027 - TipRanks,TSMC Budget Boosts ASML Stock: Why Morgan Stanley Analysts Target 70% Gains by 2027&nbsp;&nbsp;TipRanks,Google News,https://news.google.com/rss/articles/CBMisAFBVV95cUxQLTRZbjJjcEp4eV9XdEg3V29jUF9Oc043WTFjbGIyRWJsU0VZQ3RiU3pMazNXYVNjbVVtcXo2bkFTekp5WGh1WmVuZkJRdm9BTG8tQkNsZU50bUtkTDZIRlpfbldsWUFwclRmNE50T09GNFBhM2haUzR5Wm5ZVmwwbkk5anJGdy1JeEFMZlpJeENiRjdlSGhDM2RYSU0yMFBxMjhTZlRUaDJtdnpzLUlveA?oc=5,ASML,,ASML stock news,103,14,2026-01-18 18:10:41.105671,positive,0.5719,0.5719,0.5719,positive,0.0,neutral,2026-01-16
2026-01-16 10:09:54,Alibaba (BABA) Stock: Wall Street Backs AI Agent Strategy as Qwen App Gains Traction - CoinCentral,Alibaba (BABA) Stock: Wall Street Backs AI Agent Strategy as Qwen App Gains Traction&nbsp;&nbsp;CoinCentral,Google News,https://news.google.com/rss/articles/CBMiqgFBVV95cUxONGljMEtzWWIxenFXYVRSQ0QxQXM0Uy1XTi1CcUZrcWhMMjZWN29YblN3cnBiYmhJdEdyZzB1M3FYVWVGQWp0OWxpazNBbGJrVm1ERXJnTDRnTjJtTklFbTRmRTZWYVQ1TjdxeWJhd0hsbmItTWdMMldZdmh4VTVfbXNqUTBNRU80bmgxbkR6V3VadmpEWlltemhGS1JraXNWM1ZNNnh1VTYtUQ?oc=5,BABA,,BABA stock news,107,14,2026-01-18 18:10:41.105671,positive,0.296,0.296,0.296,positive,0.0,neutral,2026-01-16
2026-01-16 08:16:09,Absolute Software Co. (ABT.TO) (TSE:ABT) Stock Crosses Above Two Hundred Day Moving Average - Here's Why - MarketBeat,Absolute Software Co. (ABT.TO) (TSE:ABT) Stock Crosses Above Two Hundred Day Moving Average - Here's Why&nbsp;&nbsp;MarketBeat,Google News,https://news.google.com/rss/articles/CBMi4gFBVV95cUxONmlKaGZYWGxlTS1RLS1KRkNMRnoxa2ZBQXJJcjJtaVI0TTZuVTk2UDlsWUNscXJCVXdJSTQ2N1B5VVZKXzhucXZCVmNyc0tSNGxfaHh3dzRKQ2w3bEVoNkhYZlFKUGNqRFplR2ZqM1ZFWEVHb0dxeF9jcF9SWTE0SDBDT1p2R0JqQjdxX1VzRzBXcjRhOWo0ZFhDNHhfemlZd0J5aUl2dVZ4TjhoNHJiWnJrSXRWY0tqM3p4SFo3UjE1dlJpT1BGV0s5VnRCeExfaTg5U2lkZG41dWRDV2M5UmNB?oc=5,ABT,,ABT stock news,126,16,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.016666666666666673,neutral,2026-01-16
2026-01-16 06:29:29,BA stock is surging: Is Boeing finally figuring it out or is the market too optimistic? - investingLive,BA stock is surging: Is Boeing finally figuring it out or is the market too optimistic?&nbsp;&nbsp;investingLive,Google News,https://news.google.com/rss/articles/CBMixwFBVV95cUxNMjJfdHdFbWNSRFk3aGJ0dlRBWkQyakttV1FCWEdRbGZ3RS1PMVhiZlRURUwyclE4ZE55S3I2bVdzbUVWTHh1c2wyY3RrV3dkMERZek9PTWJGMGY0X0I0Wm9aOU43R2FTbm0yNGN6UzZmY3R0VE1GWnU4Y3d0TTA1eEZGS0JIYzIwa1d2cDFaX0E0LWpTNkdicVZXc2c5MmhxRElkcTNuNTJJTEtVV0RQQjNWakIwNFV4TUtuQ3o0akJFd2FuQUFr0gHMAUFVX3lxTE9zMDNhajNQTk85SnBtSjdzWWg4bjlZd2xiYmVCVVY3QXdCeHBfdXdPLUM5Uklkc253TEFCZzVEbFM2TUpmRENPUlN0cnRFOTBtbmV0TF9kZzN3YjZOWng4Zk1Dem56MXRmbjdUTUZuZ0xsajQ3VjlCZFo3NVJtYlhYTDRvR0VlbFAtY3ZxOEhUSEloVlVSOThvYnBNOWJnWTF6TGZsY0FLZC02REhkYVBZazdrTnZJcjBobTRDT3RfdXJfbF9TdEQ3d29TZw?oc=5,BA,,BA stock news,112,16,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.0,neutral,2026-01-16
2026-01-16 00:58:45,Is It Time To Reassess Alibaba (BABA) After Its 111% One Year Share Price Surge - simplywall.st,Is It Time To Reassess Alibaba (BABA) After Its 111% One Year Share Price Surge&nbsp;&nbsp;simplywall.st,Google News,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPVVJPcE5mQ1FwdWthQ05Ya1BKdnZPMjBhWGY4RGRxNS1CWHJORjJ0QkxZWXdXNGVfN01Vb3lKMkNyc0lYZ0dXTEtQSVVuVGtaNS1KM1FNekNRVktVWjRhcFJDUzFLcllNb1otbE1HX180SlVaYlRpUWdlTEYxVEdtX095TVEzQTJhaG5iU0dQdEFVWFRUN1pLaWdZSDZIcnNlZnFrYlJvZ0J4WVJSVGs4NVJPWEI4ZUg0cENrRVp3c0xFa3ZWazFNcEdIVGdPR0ljdVHSAdcBQVVfeXFMUG5wNE9LZnc3bkNJd25rbUZnWnMxVkU2VU1rVWlEeDU0YUF1eVROMjZGb0NxUkxhLTFBb3NXLWhIS08xUWFRQURwQXFISGZFWHZONG5SWFljcU1Ec2ZWdzg2ek1QU1JFRURCekhqTXhlaWY1aXBlSFN1NHA0VnVudFU4Zml6bFEtckR2R3NKNF94djh6SnB2THFEeEpKZWlGdjJCY1VLdkUtaGE3NGZVRjY1elZTbndQVVVEYk1QcGVPcC1FUWpGUDBNZTJhdG1nekVXX0NiZ0k?oc=5,BABA,,BABA stock news,104,15,2026-01-18 18:10:41.105671,positive,0.296,0.296,0.296,positive,0.0,neutral,2026-01-16
2026-01-15 22:53:00,Dow Gets A Boost From Revitalized AI Trade; AMD Stock Hits A Buy Point - Investor's Business Daily,Dow Gets A Boost From Revitalized AI Trade; AMD Stock Hits A Buy Point&nbsp;&nbsp;Investor's Business Daily,Google News,https://news.google.com/rss/articles/CBMijwFBVV95cUxPTlpfYWdNTmRHYVo4R1NnMk1acWFiVEoyQktjbm00Q1FySy1RbTJuMTI3ZFhrekx5RUFUejh2V3JreUpVWks5SWplSXNGN1dSUUdZMTZMMlN3LUl2NWV2ZHhfODZoclRPWGJtUW9pcjNoakh3c2duOS10Z1R2NGtaWTFDclJHOU9LNlI1SXdRcw?oc=5,AMD,,AMD stock news,107,16,2026-01-18 18:10:41.105671,positive,0.4019,0.4019,0.4019,positive,0.0,neutral,2026-01-15
2026-01-15 17:40:17,AMD Stock Jumps -- Wells Fargo Names It Top 2026 Pick - Yahoo Finance,"AMD Stock Jumps -- Wells Fargo Names It Top 2026 Pick&nbsp;&nbsp;Yahoo FinanceAMD, IBD Stock Of The Day, Jumps Into Buy Area On TSMC Results&nbsp;&nbsp;Investor's Business DailyAMD stock remains Wells Fargo’s top pick for 2026 on AI potential&nbsp;&nbsp;Investing.com",Google News,https://news.google.com/rss/articles/CBMifkFVX3lxTE1FSXQ3NWNIbFlYaVlTVHE0cmxpa3lBcDZyTTV2VlMzMko2VHktUF8ySlU5SVBxYTBjS09TM29mX2swTU0zdjZmRk85TzAtdENBbldGV3ZReW5INHgxZUFSTjFPSjg0dHFSd0w3akl2N3NCNndCQnMwbFV4VmVVdw?oc=5,AMD,,AMD stock news,267,37,2026-01-18 18:10:41.105671,positive,0.6808,0.6808,0.6808,positive,0.5,positive,2026-01-15
2026-01-15 16:55:56,Dividend King Abbott Shows Why 52 Consecutive Increases Weren't Luck With Strong Cash Flow Coverage - 24/7 Wall St.,Dividend King Abbott Shows Why 52 Consecutive Increases Weren't Luck With Strong Cash Flow Coverage&nbsp;&nbsp;24/7 Wall St.,Google News,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNcThYVmFzVjloR3NHTS1EUy1YS0xqejczaERfMGd2Z3ZMZ1o3QXM1NDluQ1Z1eFM4MHVlem1zYm94OVo2dmlDckVFV0p5UmwwSDJ6YkV3RkNiQ1V0VUJTRXBzNDlZRTAxZG9fcklmTUhhby1RMUhXR0FDVDRSVlB5MzRpWmpSMWUxRWg2WkJZUTduWGxqeThGWmlBZ0lCcUVwX2tFb0swQWNwVXB6bFQtUi1ySE9UNlVqZTVOQzRsenBzY2tPRHIwRm95VjYwR1gxME53cWk2U3hkQQ?oc=5,ABT,,ABT stock news,124,17,2026-01-18 18:10:41.105671,negative,0.6348,-0.6348,-0.6348,negative,0.43333333333333335,positive,2026-01-15
